Tipo de compresión;Tiempo de compresión;Tiempo de descompresión;Tamaño original;Tamaño comprimido
huffman;47546.4;6962.95;180000000;103134160
huffman;47992.5;6902.35;180000000;102445625
huffman;47408.1;6881.82;180000000;102706597
huffman;51571.4;7187.97;180000000;103030103
huffman;51787.3;6747.62;180000000;102357838
huffman;49570.6;7103.53;180000000;103288645
huffman;47650.4;7046.21;180000000;102676543
huffman;47383.3;6906.94;180000000;102670497
huffman;47549.9;6948.16;180000000;102506256
huffman;48043;6950.04;180000000;102060137
huffman;47681.7;6942.83;180000000;102714217
huffman;47427.1;6945.34;180000000;102708716
huffman;48351.3;6918.75;180000000;102054333
huffman;48128.2;6859.84;180000000;102639883
huffman;52293;7016.97;180000000;102636689
huffman;47640.1;6970.93;180000000;102299024
huffman;47952.5;6753.84;180000000;102128063
huffman;57291.5;7701.89;200000000;113988911
huffman;53329.6;7757.46;200000000;114292392
huffman;53277.3;7716.13;200000000;113934197
huffman;54541.9;7793.98;200000000;114610956
huffman;53120.8;7445.65;200000000;113628873
huffman;52969.9;7795.4;200000000;114324803
huffman;52814.1;7674.36;200000000;113428744
huffman;54738.7;7823.46;200000000;114616768
huffman;52678.7;7786.79;200000000;113730944
huffman;54586.2;7834.96;200000000;114368940
huffman;52761.1;7623.99;200000000;113407334
huffman;53104.8;7844.35;200000000;114159380
huffman;53274.9;7674.79;200000000;113393107
huffman;53068.4;7626.43;200000000;113715612
huffman;53001.5;7976.01;200000000;113944885
huffman;52883.6;7815.35;200000000;114192508
huffman;57294.6;7756.02;200000000;114104083
huffman;52732.1;7669.63;200000000;113664387
huffman;53703.8;7714.09;200000000;113816327
huffman;52959.1;7787.3;200000000;114261103
