Tipo de compresión;Tiempo de compresión;Tiempo de descompresión;Tamaño original;Tamaño comprimido
lz77;7448.3;11.2488;700000;485970
lz77;7090.05;11.0601;700000;469145
lz77;8078.11;12.084;800000;525970
lz77;7919.55;11.9299;800000;517760
lz77;9083.42;13.0848;800000;591345
lz77;8189.66;12.0485;800000;530145
lz77;8472.64;12.9043;800000;560250
lz77;8634.42;12.6055;800000;563095
lz77;7671.32;11.6202;800000;498595
lz77;8294.76;12.3243;800000;546890
lz77;8365.03;12.6753;800000;547505
lz77;8014.11;12.2666;800000;530875
lz77;7357.73;11.5477;800000;480930
lz77;8157.37;12.1054;800000;531740
lz77;7945.89;12.1281;800000;522020
lz77;8095.96;12.2652;800000;532910
lz77;8020.61;12.2101;800000;527295
lz77;8154.64;12.0013;800000;526085
lz77;8458.79;12.563;800000;553115
lz77;8807.11;13.0086;800000;580845
lz77;7971.03;12.2638;800000;538545
lz77;8213.51;12.3029;800000;534760
lz77;9309.66;13.6064;900000;607300
lz77;9384.93;13.4189;900000;604815
lz77;9165.2;13.3641;900000;600200
lz77;9393.7;13.4833;900000;609615
lz77;9362.11;13.3951;900000;608740
lz77;10614.5;17.548;900000;702020
lz77;8999.54;13.3006;900000;589680
lz77;8594.7;12.8982;900000;565535
lz77;10055.6;14.0843;900000;650415
lz77;9397.71;13.4588;900000;610755
lz77;9114.4;13.0971;900000;590220
lz77;9607.88;13.4982;900000;617880
lz77;9551.17;13.5752;900000;622045
lz77;9446.39;13.6793;900000;612965
lz77;9212.96;13.3414;900000;598210
lz77;8836.26;13.2231;900000;577080
lz77;9794.77;13.9115;900000;636070
lz77;9191.56;13.319;900000;598255
lz77;8447.75;12.7632;900000;550590
lz77;9424.03;13.6089;900000;618905
lz77;10115.7;14.5196;1000000;651175
lz77;9360.28;14.2426;1000000;617100
lz77;9754.7;14.5584;1000000;639620
lz77;10165.9;14.5457;1000000;654150
lz77;10165.2;17.2708;1000000;656615
lz77;10303.3;17.4788;1000000;672390
lz77;9349.16;13.9343;1000000;607400
lz77;10194.5;14.6154;1000000;654055
lz77;10117.7;14.6615;1000000;654425
lz77;8911.81;13.6155;1000000;595140
lz77;9767.27;14.398;1000000;634515
lz77;10072.9;17.1399;1000000;658880
lz77;10142.4;17.3307;1000000;666660
lz77;10501.8;17.4731;1000000;674885
lz77;9699.81;14.1753;1000000;624010
lz77;10322.9;17.5043;1000000;669975
lz77;10075.6;14.5606;1000000;648965
lz77;11608.1;19.2082;1000000;769275
lz77;9020.13;13.5231;1000000;593650
lz77;9853.97;14.2944;1000000;631115
